ID,TARGET,POS,INDEX,TEXT,CONC_AVG,CONC_SD,WN_SYNSET,TARGET_LEXICAL_ACCESSIBILITY,SENTENCE_LEXICAL_ACCESSIBILITY,LEXICAL_DENSITY,SENTENCE_LENGTH,CLAUSES,AVG_TOKEN_PER_CLAUSE,SYNTACTIC_TREE_DEPTH
112,morte,N,1,La morte è una perdita che tutti dobbiamo necessariamente affrontare nel corso della nostra vita. ,5.26,1.78,07355491-n,0.308,0.201875,0.352941177,18,2,9,4
115,morte,N,3,Non annoiarla a morte chiedendole qual è l'argomento più interessante del corso di algebra. ,1.95,1.54,,0.308,0.2645,0.5,19,3,6.333333333,5
385,motivo,N,4,"Quando c'è un motivo di preoccupazione, l'ansia è una risposta a uno scenario reale o immaginario. ",2.37,1.16,,0.346,0.210578947,0.444444444,20,2,10,4
388,motivo,N,2,Comprendere il motivo per cui la gente si comporta in maniera sgarbata ti permetterà di ampliare la prospettiva sul problema. ,2.27,1.28,00023773-n,0.346,0.25005,0.476190476,22,4,5.5,5
383,motivo,N,6,È meglio spiegare all'insegnante il motivo per cui non si è riusciti a fare i compiti. ,2.38,1.42,,0.346,0.192294118,0.444444444,19,4,4.75,6
386,motivo,N,2,Esistono diversi motivi che potrebbero spingerti a migliorarti. ,2.58,1.53,09178999-n,0.346,0.320444444,0.444444444,10,3,3.333333333,4
384,motivo,N,6,Abusi fisici o psicologici sono un motivo più che valido per rompere immediatamente un rapporto. ,2.68,1.54,00023773-n,0.346,0.259,0.6,16,2,8,4
387,motivo,N,7,"Prima di agire, devi capire il motivo per cui intendi avere una discussione. ",2.53,1.43,00023773-n,0.346,0.205133333,0.461538462,15,3,5,4
281,mutilare,V,7,I cani più piccoli rischiano di restare mutilati o uccisi dalle trappole per castori. ,6.2,1,00292672-v,0.538,0.3026,0.6,16,4,4,5
282,mutilare,V,12,"Presta attenzione ai sintomi precoci del congelamento, per evitare di essere mutilati da questa dolorosa lesione. ",5.63,1.69,00292672-v,0.538,0.2735,0.421052632,21,2,10.5,4
283,nascondere,V,6,"Inizia con il correttore ( per nascondere borse e occhiaie ), seguito da fondotinta e cipria. ",5.42,1.77,02146790-v,0.462,0.273647059,0.571428571,18,2,9,5
284,nascondere,V,7,Cerca di capire la fisica che si nasconde dietro alla terza legge di newton. ,2.67,1.88,02146790-v,0.462,0.241642857,0.466666667,16,3,5.333333333,6
285,nascondere,V,12,Ricarica il fucile se durante lo scontro a fuoco hai possibilità di nasconderti. ,5.77,1.09,02145814-v,0.654,0.263785714,0.5,15,3,5,4
286,nascondere,V,10,Non è detto che tu conosca i motivi che si nascondono dietro a un comportamento passivo aggressivo. ,2.46,1.44,02145814-v,0.5,0.244294118,0.529411765,18,3,6,5
288,nascondere,V,0,Nascondi il cibo del cane per stimolarlo a cacciare in un ambiente simulato. ,5.3,1.8,02144835-v,0.577,0.274785714,0.4,16,2,8,4
287,nascondere,V,11,Le donne si accorgono se sei un orrendo verme che si nasconde dietro l'apparenza di un gentiluomo. ,3.13,1.72,02146790-v,0.462,0.2884375,0.388888889,19,3,6.333333333,5
240,natura,N,5,"Che tu ti trovi nella natura selvaggia o in un camping attrezzato, la vacanza è sempre una gioia. ",4.43,2.33,05839024-n,0.308,0.2308,0.421052632,21,2,10.5,4
242,natura,N,4,L'uomo per sua natura è un animale sociale. ,2.3,1.51,04623113-n,0.308,0.1731,0.444444444,10,1,10,3
239,natura,N,12,"Se l'oculista ha stabilito che si tratta di un'infezione di natura virale, devi essere paziente. ",3,1.93,05849284-n,0.308,0.244352941,0.411764706,19,3,6.333333333,5
243,natura,N,7,"Ricorda che stai provando a cambiare la natura della relazione, questo è già un grande passo. ",1.73,0.98,05849284-n,0.308,0.198666667,0.529411765,19,5,3.8,7
241,natura,N,7,Prova questo metodo se vuoi che la natura segua il suo corso. ,3.24,1.82,09503682-n,0.308,0.212846154,0.5,13,3,4.333333333,4
244,natura,N,1,La natura morta è uno dei primi progetti artistici per qualsiasi pittore in erba. ,4.64,2.13,,0.308,0.241133333,0.466666667,16,1,16,4
79,nero,N,4,Dipingi la ghirlanda di nero. ,6.26,1.34,04960277-n,0.346,0.294833333,0.6,6,1,6,2
80,nero,N,13,Qualunque accessorio può essere carino anche se l'uniforme impone solo i colori nero e bianco. ,5.83,1.62,04960277-n,0.346,0.257882353,0.5625,17,2,8.5,5
110,notizia,N,8,Dai un'occhiata ai siti web che pubblicano notizie il più spesso possibile. ,4.33,1.7,06483339-n,0.346,0.241642857,0.533333333,16,1,16,6
109,notizia,N,3,Ricevere una brutta notizia è sempre qualcosa di devastante. ,3.65,1.59,06483339-n,0.346,0.2424,0.555555556,10,2,5,3
431,nutrire,V,6,I gattini appena nati iniziano a nutrirsi con il latte materno. ,6.43,0.68,01182021-v,0.577,0.30125,0.583333333,13,2,6.5,3
433,nutrire,V,8,La maschera al miele ha lo scopo di nutrire e idratare la pelle e non di detergerla. ,4.53,1.8,01204191-v,0.538,0.2872,0.473684211,20,4,5,5
435,nutrire,V,5,Usa un buon fertilizzante per nutrire bene la pianta. ,5.37,1.73,01204191-v,0.538,0.2769,0.666666667,10,2,5,3
432,nutrire,V,3,Il tuo personaggio nutre sentimenti d'odio o rancore nei confronti di uno degli altri personaggi? ,1.93,1.2,01773130-v,0.5,0.2716875,0.444444444,19,1,19,4
436,nutrire,V,2,Continua a nutrire l'animale con il mangime finché non sarà il momento di liberarlo. ,5.89,1.64,01182021-v,0.538,0.260928571,0.4375,17,4,4.25,3
434,nutrire,V,2,I ragazzi nutrono interesse per le ragazze che sembrano divertenti e un po' matte. ,2.18,1.41,01773130-v,0.538,0.247214286,0.571428571,15,2,7.5,4
437,obbedire,V,4,Addestra il cucciolo a obbedire a i tuoi comandi. ,4.46,1.65,02542795-v,0.538,0.307555556,0.444444444,10,2,5,3
549,obbedire,V,10,"Quando i tuoi genitori ti dicono di fare qualcosa, obbedisci senza controbattere. ",3.96,1.87,02542795-v,0.769,0.2775,0.416666667,14,4,3.5,3
376,occhio,N,4,Le persone utilizzano gli occhi per comunicare molte emozioni. ,6.33,1.05,05311054-n,0.308,0.2424,0.555555556,10,2,5,3
375,occhio,N,12,Qualsiasi bravo ozioso passa la maggior parte del tempo a sognare ad occhi aperti. ,3.53,1.96,05311054-n,0.308,0.266733333,0.6,16,2,8,3
553,offendere,V,11,Ci sono pettegolezzi innocui e altri che invece possono ferire e offendere qualcuno. ,3.2,1.27,01793177-v,0.5,0.281,0.538461539,14,3,4.666666667,4
439,offendere,V,5,Durante le discussioni evita di offendere il partner. ,3.6,1.65,01793177-v,0.5,0.269142857,0.5,9,2,4.5,3
554,offendere,V,1,Non offendere l'intelligenza di una donna comportandoti in maniera sarcastica. ,3.07,1.66,01793177-v,0.5,0.272416667,0.583333333,13,2,6.5,5
438,offendere,V,8,"Mai parlare di politica, altrimenti rischi di offendere involontariamente gli altri. ",3.63,1.65,01793177-v,0.5,0.246833333,0.636363636,13,2,6.5,4
329,onore,N,7,Nel medioevo i cavalieri erano simbolo di onore e galanteria. ,2.24,1.4,04886881-n,0.385,0.272727273,0.454545455,12,1,12,3
330,onore,N,12,"Se decidi di uccidere un animale, fai in modo di rendere onore al suo sacrificio. ",1.95,1.43,06697195-n,0.385,0.235625,0.5,18,4,4.5,4
441,ostacolare,V,8,"Ma non stringere troppo la fasciatura, non ostacolare la circolazione sanguigna. ",4.54,1.96,00236289-v,0.5,0.290272727,0.727272727,13,2,6.5,3
440,ostacolare,V,8,Mangiare tra un pasto e l'altro può ostacolare il processo di dimagrimento. ,3.11,1.71,00236289-v,0.5,0.2225,0.384615385,14,2,7,5
443,ostacolare,V,7,Il distanziamento eviterà che le piante si ostacolino la crescita a vicenda. ,4.53,2.05,02452240-v,0.654,0.263153846,0.5,13,2,6.5,4
442,ostacolare,V,6,La mancanza di intimità fisica potrebbe ostacolare la tua felicità. ,3.57,2.03,02451370-v,0.5,0.2769,0.5,11,1,11,3
247,padre,N,9,"Vai a fare compere da sola, così tuo padre e tua madre non sapranno cosa stai acquistando. ",6.23,1.1,10080869-n,0.346,0.273263158,0.647058824,19,6,3.166666667,5
248,padre,N,6,Fissa un incontro con il tuo padre spirituale. ,3.53,1.91,10107303-n,0.346,0.218,0.5,9,1,9,2
325,parte,N,13,"In base all'uso che devi fare della soluzione, puoi immergervi la parte lesa, pulirla o fare dei gargarismi. ",6.3,1.24,10402824-n,0.192,0.2653,0.47826087,26,4,6.5,5
323,parte,N,5,Non cercare di recitare la parte della persona che lui vorrebbe. ,2.17,1.23,05929008-n,0.192,0.189,0.5,13,3,4.333333333,5
324,parte,N,8,"Al fine di richiedere i danni, la parte lesa deve presentare una querela in sede penale, o civile o entrambe. ",4.85,1.91,10402824-n,0.192,0.225238095,0.476190476,24,2,12,4
322,parte,N,6,"Esercitati con il parkour, una parte fondamentale dell'allenamento di un ninja! ",3.67,1.85,13809207-n,0.192,0.260153846,0.461538462,15,1,15,4
326,parte,N,5,"Se ti fermi da qualche parte per la notte, informati sugli hotel che accettano animali. ",4.46,1.82,,0.192,0.233,0.4375,18,3,6,4
321,parte,N,2,"La maggior parte delle volte, gli sfoghi sono dovuti a un aumento dell'afflusso di sangue alla superficie della pelle. ",2.04,1.51,13809207-n,0.192,0.215,0.416666667,26,1,26,5
298,paura,N,6,Molti adulti hanno ammesso di avere paura del buio. ,2.83,1.65,07524529-n,0.346,0.2384,0.5,11,2,5.5,4
297,paura,N,4,"Rabbia, panico, paura e frustrazione sono tutte emozioni che sicuramente ti faranno crollare e andare su tutte le furie. ",3.03,1.72,07519253-n,0.346,0.28131579,0.473684211,22,4,5.5,5
363,pena,N,12,"Non puoi fare due bracciate prendendo il respiro solo una volta, pena la squalifica. ",2.33,1.77,01160342-n,0.346,0.242625,0.642857143,16,3,5.333333333,3
362,pena,N,5,Tutti cerchiamo di evitare le pene d'amore. ,2.07,1.11,07495327-n,0.423,0.226444444,0.5,9,2,4.5,4
361,pena,N,7,Una società giusta non deve applicare la pena di morte come forma di punizione. ,4.2,1.91,01160342-n,0.346,0.217071429,0.571428571,15,1,15,4
364,pena,N,13,Assumere la colpa subito e aiutare con la risoluzione del problema renderà la pena o punizione meno dura. ,3.78,1.69,01160342-n,0.346,0.264764706,0.578947368,20,3,6.666666667,5
484,pensiero,N,2,Spesso i pensieri che affollano la mente durante la notte sembrano particolarmente opprimenti e inquietanti. ,2.6,1.75,05770926-n,0.385,0.284533333,0.6,16,2,8,4
483,pensiero,N,8,Fai un respiro profondo per raccogliere i tuoi pensieri e placare le tue emozioni. ,1.93,1.36,05770926-n,0.385,0.277,0.5,15,3,5,4
485,pensiero,N,3,Esprimere i tuoi pensieri ad alta voce ti permetterà di vederli da un'altra prospettiva. ,2.87,1.51,05770926-n,0.385,0.266875,0.5,17,3,5.666666667,5
487,pensiero,N,5,Prova a sostituire tutti i pensieri negativi con altri positivi. ,2.61,1.62,07524529-n,0.385,0.241272727,0.6,11,2,5.5,5
486,pensiero,N,1,I pensieri e le preoccupazioni possono davvero scoraggiarci quando sono assillanti. ,2.66,1.49,05832264-n,0.385,0.28525,0.333333333,13,2,6.5,3
564,pensiero,N,4,Metti in discussione i pensieri negativi che riguardano il tuo corpo. ,2.86,1.9,05832264-n,0.385,0.23725,0.545454546,12,2,6,4
413,pericolo,N,5,Il marciapiede ghiacciato rappresenta un pericolo per la propria sicurezza. ,3.9,1.82,14540765-n,0.385,0.234181818,0.5,11,1,11,3
414,pericolo,N,6,Aiutare qualcuno che si trova in pericolo di vita è certamente un gesto coraggioso. ,3.98,1.58,14540765-n,0.385,0.218,0.5,15,3,5,6
345,persona,N,2,Decidi quante persone vuoi che facciano parte del tuo club. ,5.77,1.72,00007846-n,0.269,0.294777778,0.545454546,12,3,4,5
346,persona,N,14,Una porzione di petto di tacchino è di circa 125-250 g a persona.,4.77,1.77,00007846-n,0.308,0.263785714,0.428571429,16,1,16,4
502,perspicacia,N,5,Divertire i tuoi lettori con perspicacia aiuterà il tuo scritto ad ottenere risonanza. ,2.9,1.45,05621439-n,0.654,0.307714286,0.538461539,14,4,3.5,5
503,perspicacia,N,12,Il grande primo ministro inglese winston churchill era noto per la sua perspicacia. ,2.77,1.87,04890361-n,0.654,0.307642857,0.461538462,14,1,14,3
444,pitturare,V,5,"Se possibile, cerca di pitturare la barca in una giornata con circa 15,5 – 26,5 °c.",6.21,1.36,01362736-v,0.731,0.2570625,0.466666667,18,2,9,5
550,pitturare,V,1,Puoi pitturare l'argilla cotta con dei colori acrilici. ,6.18,1.16,01362736-v,0.731,0.375888889,0.5,11,1,11,3
309,pizza,N,1,La pizza al formaggio fatta in casa è uno dei piaceri semplici della vita. ,6.77,0.71,07873807-n,0.462,0.225666667,0.411764706,18,2,9,5
310,pizza,N,2,Cuoci la pizza in forno per 15 minuti.,6.85,0.61,07873807-n,0.462,0.269222222,0.5,9,1,9,3
89,porta,N,7,Connetti l'altro capo del cavo alla porta di ingresso del preamplificatore. ,6.6,1,03578656-n,0.308,0.285333333,0.466666667,16,1,16,4
92,porta,N,14,"Se hai problemi di connessione con qualche programma, potresti dover aprire manualmente alcune porte. ",4.37,1.88,,0.385,0.2620625,0.5,16,2,8,5
90,porta,N,4,Vernicia la superficie della porta e sembrerà nuova di zecca! ,6.9,0.55,03221720-n,0.308,0.293636364,0.545454546,12,2,6,4
91,porta,N,7,Sostenere colloqui di lavoro ti apre altre porte e aumenta le possibilità di stabilire nuovi contatti. ,2.17,1.12,05180881-n,0.385,0.2644375,0.625,17,4,4.25,5
87,porta,N,5,Assicurati di poter aprire la porta velocemente senza colpire nessuno. ,6.75,0.67,03221720-n,0.308,0.269363636,0.5,11,3,3.666666667,3
88,porta,N,2,"Apri una porta a qualcuno in difficoltà, fai volontariato, qualsiasi cosa ti riempia d'amore. ",2.7,1.92,05180881-n,0.308,0.2669375,0.533333333,18,3,6,3
517,possibilità,N,6,Sii consapevole di tutte le numerose possibilità di riciclo del vetro. ,3.06,1.97,05792010-n,0.269,0.272636364,0.416666667,13,1,13,4
515,possibilità,N,12,Eliminare i residui di cibo e sporcizia può aiutare a ridurre le possibilità d'infezione. ,2.94,1.78,05951180-n,0.269,0.25,0.533333333,16,3,5.333333333,5
514,possibilità,N,5,Alcuni siti ti offrono la possibilità di pubblicare un video allegato al cv. ,2.8,1.45,14483917-n,0.269,0.243416667,0.5,14,3,4.666666667,6
516,possibilità,N,3,"Se hai la possibilità di controllare il termostato della stanza, impostalo su una temperatura gradevole. ",2.89,1.62,05792010-n,0.269,0.257882353,0.5,18,2,9,7
543,prestigio,N,12,"Le aziende piccole offrono più opportunità, mentre quelle grandi danno più prestigio al tuo curriculum. ",2.23,1.65,14435809-n,0.462,0.263714286,0.625,18,2,9,3
562,prestigio,N,5,"Per un leader, il prestigio o il benessere sono un effetto collaterale, piuttosto che una motivazione. ",2.17,1.12,14435809-n,0.462,0.2115625,0.4375,19,1,19,3
542,prestigio,N,14,"Quando vogliamo essere incoraggiati e accettati, rincorriamo il sogno di guadagnare soldi e prestigio. ",2.03,1.12,14435809-n,0.462,0.2898,0.5,16,4,4,5
544,prestigio,N,8,Ricorda che venire recensito da qualcuno ti darà prestigio. ,2.3,1.24,07531536-n,0.462,0.2923,0.444444444,10,3,3.333333333,4
511,problema,N,14,"A causa del suo muso corto, il bulldog inglese tende a soffrire di problemi respiratori. ",5.07,1.72,14410605-n,0.269,0.2740625,0.5625,18,2,9,3
508,problema,N,7,La spaziatura tra i denti è un problema comune che viene affrontato con l'apparecchio. ,4.2,1.86,05687338-n,0.269,0.225533333,0.4,16,2,8,3
510,problema,N,6,"Per trovare la soluzione finale del problema, prendi il logaritmo in base 10 e moltiplicalo per 10.",4.08,2.1,06784003-n,0.269,0.235294118,0.421052632,21,3,7,4
509,problema,N,2,Pensa ai problemi che devono affrontare gli adolescenti. ,2.79,1.53,05814291-n,0.269,0.230777778,0.444444444,10,2,5,4
520,qualità,N,8,Lava i capelli con uno shampoo di buona qualità. ,2.63,1.45,04728068-n,0.269,0.2538,0.555555556,10,1,10,3
523,qualità,N,1,La qualità del cibo per gatti disponibile in commercio varia a seconda del prodotto. ,2.7,1.64,04728068-n,0.269,0.228071429,0.5,17,1,17,4
518,qualità,N,9,"Sviluppando una buona routine serale, potrai migliorare la qualità e la durata del sonno. ",2.96,1.61,04728068-n,0.269,0.261533333,0.533333333,17,2,8.5,4
521,qualità,N,8,La direzione del sole avrà un impatto sulla qualità delle foto. ,4.31,1.78,04728068-n,0.269,0.211416667,0.428571429,15,1,15,4
519,qualità,N,3,"Non necessariamente la qualità si rifletterà nel prezzo, anche se è un indicatore abbastanza buono. ",3.08,1.58,04728068-n,0.269,0.217235294,0.5625,18,2,9,3
522,qualità,N,2,Bada alla qualità del tempo che trascorri con tuo figlio. ,2.45,1.5,05138488-n,0.269,0.255181818,0.416666667,13,1,13,5
187,ragazza,N,4,Puoi dimostrare a una ragazza che l'ami investendo un po' del tuo tempo in qualcosa che la faccia felice. ,5.47,1.89,10130686-n,0.385,0.22695,0.380952381,22,2,11,6
190,ragazza,N,6,Sostieni una conversazione con la tua ragazza riguardo alla vostra relazione. ,6.43,1.22,10130686-n,0.385,0.26275,0.416666667,13,1,13,3
188,ragazza,N,2,Ad alcune ragazze timide piacciono le persone divertenti. ,6.21,1.24,10129825-n,0.385,0.303444444,0.625,9,1,9,2
189,ragazza,N,2,Se una ragazza copia i tuoi atteggiamenti potrebbe imitarti in modo inconscio. ,6.36,1.11,10129825-n,0.385,0.292923077,0.5,13,2,6.5,3
464,ragazzo,N,3,"Se vedi un ragazzo che ti sta venendo incontro, non cambiare atteggiamento. ",6.4,1.14,10804287-n,0.385,0.225285714,0.583333333,14,3,4.666666667,4
466,ragazzo,N,4,Non è facile trovare ragazzi che siano davvero capaci di essere divertenti. ,6,1.48,10804287-n,0.308,0.210153846,0.583333333,13,4,3.25,5
465,ragazzo,N,13,Usare gli occhi è un ottimo modo di attirare l'attenzione di un ragazzo. ,6.1,1.3,10804287-n,0.385,0.230916667,0.5,15,3,5,4
563,ragazzo,N,1,Molti ragazzi vengono accompagnati dai genitori il primo giorno di scuola ,6.35,1.05,09917593-n,0.308,0.244727273,0.5,12,1,12,3
534,re,N,8,Spesso colui che porta la cattiva notizia al re è la prima vittima della guerra. ,5.27,1.48,10231515-n,0.346,0.225533333,0.470588235,18,2,9,4
535,re,N,5,Comportati come se fossi un re. ,3.27,2.2,10231515-n,0.346,0.247285714,0.5,7,2,3.5,3
496,risposta,N,4,"Gli incubi innescano una risposta fisiologica, come accelerazione del battito cardiaco e sudorazione fredda. ",4.37,1.63,00859001-n,0.308,0.3148125,0.6,17,1,17,4
497,risposta,N,4,"Per trovare una bella risposta ironica, dovrai replicare direttamente a ciò che ti hanno detto. ",4.1,1.99,06746005-n,0.308,0.242,0.466666667,17,3,5.666666667,3
494,risposta,N,5,I vaccini agiscono stimolando la risposta del sistema immunitario a degli specifici microrganismi. ,4.29,2.35,00859001-n,0.308,0.285571429,0.533333333,16,2,8,6
495,risposta,N,5,"Anche se non dai la risposta corretta, dimostrerai che ti sei impegnato. ",4.74,1.41,06746005-n,0.308,0.2225,0.461538462,15,2,7.5,3
343,risultato,N,2,Analizza i risultati dell'ecocardiogramma per accertare irregolarità nelle dimensioni e nel movimento del cuore. ,6.15,1.16,07292694-n,0.308,0.2644375,0.421052632,20,2,10,4
344,risultato,N,10,La qualità della carne è fondamentale in quanto determinerà il risultato finale della tua zuppa. ,4.69,1.49,11414411-n,0.308,0.235866667,0.470588235,18,2,9,4
342,risultato,N,12,Moltiplica l'area della base per la sua altezza e dividi il risultato per 3.,3.85,1.98,05859630-n,0.308,0.2225,0.375,17,2,8.5,7
341,risultato,N,4,La dieta vegetariana produce risultati molto positivi durante la gravidanza. ,3.93,1.49,11414411-n,0.308,0.3116,0.7,11,1,11,3
445,salutare,V,1,Inizia salutando il ragazzo con un cenno quando lo incontri in classe. ,6.33,0.71,00897241-v,0.615,0.245615385,0.5,13,1,13,6
551,salutare,V,6,Sorridi mentre parli o mentre vi salutate. ,5.5,1.01,00897241-v,0.692,0.351571429,0.375,9,3,3,3
555,salvare,V,9,"Considera se, nonostante tutto, vale la pena salvare il vostro rapporto. ",2.43,1.55,02551144-v,0.423,0.224769231,0.454545455,14,3,4.666666667,4
447,salvare,V,5,"Se sei preparato, potrai salvare la vita di un altro individuo. ",4.2,2.02,02550868-v,0.423,0.207153846,0.454545455,13,2,6.5,3
556,salvare,V,14,"Le misure di sicurezza, come gli estintori e le pareti ignifughe, hanno salvato migliaia di vite. ",4.87,2.02,02550868-v,0.462,0.2668125,0.5,19,1,19,4
446,salvare,V,2,Puoi anche salvare pagine al tuo “elenco lettura” o sulla schermata principale del tuo ipad. ,4.47,2.06,,0.423,0.29325,0.333333333,21,1,21,5
557,salvare,V,14,"L'apicoltore non solo sarà felice di rimuovere le api, ma potrebbe anche salvare una specie in pericolo. ",4.46,1.77,02550868-v,0.423,0.23085,0.555555556,20,3,6.666666667,5
448,salvare,V,4,Talvolta arrossire potrebbe quindi salvarti da una spiacevole discussione. ,2.66,1.24,02550868-v,0.654,0.3269,0.666666667,10,2,5,3
559,soffocare,V,3,"Le erbacce possono soffocare i fagiolini, impedendo loro di emergere in superficie. ",4.8,1.47,,0.538,0.271857143,0.5,14,3,4.666666667,4
449,soffocare,V,10,"Sappi soltanto che sta cercando di aiutarti, pertanto non soffocare le tue emozioni. ",2.07,1.01,02423762-v,0.538,0.261466667,0.538461539,15,2,7.5,4
560,soffocare,V,3,Il cavallo può soffocare anche quando ingerisce eventuali pezzi di oggetti che tende a rosicchiare. ,5.8,1.24,00359511-v,0.538,0.2811875,0.6,16,4,4,5
451,soffocare,V,4,Potrebbe non essere simpatico soffocare il tuo orgoglio. ,1.93,1.05,02423762-v,0.538,0.256444444,0.5,9,2,4.5,3
558,soffocare,V,5,Usa una coperta antincendio per soffocare il fuoco. ,4.87,2.06,01569017-v,0.538,0.273444444,0.625,9,2,4.5,4
450,soffocare,V,3,Il cavallo può soffocare anche quando ingerisce eventuali pezzi di oggetti che tende a rosicchiare. ,5.47,1.7,00359511-v,0.538,0.2811875,0.6,16,4,4,5
477,sogno,N,1,I sogni erotici non sono nulla per cui sentirsi in colpa. ,3.18,2.19,05768553-n,0.385,0.227666667,0.416666667,13,2,6.5,3
482,sogno,N,2,Fare spesso sogni ricorrenti e inquietanti potrebbe essere il segnale di un malessere psicologico. ,2.85,1.94,05768553-n,0.385,0.251333333,0.571428571,15,2,7.5,5
478,sogno,N,2,Il tuo sogno di diventare un artista famoso potrebbe non essere così assurdo come sembra. ,2.46,1.63,05768806-n,0.385,0.2236875,0.533333333,16,3,5.333333333,4
479,sogno,N,4,Resta concentrato sui tuoi sogni e sugli obiettivi per la tua carriera. ,2.19,1.55,05768806-n,0.385,0.254538462,0.357142857,15,1,15,5
480,sogno,N,6,Quando ti svegli registra i tuoi sogni in un diario. ,3.48,1.8,05768553-n,0.385,0.272818182,0.3,11,1,11,3
481,sogno,N,4,Organizza un appuntamento da sogno senza spendere una fortuna. ,1.83,1.15,05768806-n,0.385,0.2539,0.555555556,10,2,5,3
350,spazio,N,16,Poni sotto gli scaffali una scrivania o un tavolino da toeletta per sfruttare al meglio lo spazio verticale. ,5.87,1.07,13910384-n,0.308,0.287368421,0.473684211,20,1,20,3
349,spazio,N,6,In questo modo non dovrai creare spazio sul tuo cellulare per il file di aggiornamento. ,4,1.62,13910384-n,0.308,0.2163125,0.4375,17,1,17,4
352,spazio,N,2,Lascia dello spazio in valigia per lo shopping. ,6.2,0.92,13910384-n,0.308,0.248,0.444444444,10,1,10,3
353,spazio,N,6,"Se puoi permettertelo, compra degli spazi pubblicitari in radio o in tv per promuovere la tua attività. ",4.3,2.17,,0.346,0.262944444,0.444444444,20,2,10,3
354,spazio,N,18,"Poiché sulla terra siamo soggetti alla gravità, la vita quotidiana non è utile a simulare quella nello spazio. ",5.05,2.23,08500433-n,0.308,0.2327,0.380952381,23,3,7.666666667,4
351,spazio,N,1,Concedi spazio al tuo fidanzato. ,2.74,1.86,,0.308,0.314166667,0.5,7,1,7,2
319,speranza,N,14,"Quando una storia finisce, non cercare di negare l'evidenza aggrappandoti a false speranze. ",2,1.19,07541053-n,0.423,0.266733333,0.6,17,4,4.25,3
320,speranza,N,17,"Se ti sembra di trovarti in un luogo deserto, urla con tutta la forza, nella speranza che arrivi qualcuno. ",2.06,1.21,07511733-n,0.346,0.219761905,0.4,23,2,11.5,4
289,spirito,N,9,"Mentre alcuni avvocati rifiuteranno l'offerta, quelli con spirito imprenditoriale saranno deliziati dall'idea. ",1.53,0.68,04624826-n,0.346,0.298,0.466666667,17,2,8.5,3
291,spirito,N,6,Se stai cercando di contattare lo spirito di una persona defunta hai bisogno di usare un amuleto per attirarlo. ,1.93,1.46,09545324-n,0.346,0.299166667,0.55,21,6,3.5,6
292,spirito,N,12,"Se non riesci a trovare un isopropile, va bene anche lo spirito metilato. ",6.03,1.4,14708720-n,0.346,0.2744,0.692307692,15,3,5,4
290,spirito,N,7,Niente più di una partita inneggia allo spirito di squadra. ,1.83,1.28,14526182-n,0.346,0.2538,0.454545455,12,1,12,4
211,storia,N,11,Il medico può scegliere la terapia farmacologica in base alla tua storia clinica. ,4.37,1.85,15121406-n,0.269,0.241714286,0.5,15,1,15,3
213,storia,N,5,I personaggi possono rovinare la storia molto più della trama. ,2.87,1.55,06369829-n,0.269,0.220181818,0.545454546,12,1,12,4
212,storia,N,1,La storia clinica della tua famiglia potrebbe essere la causa del problema. ,3.42,1.94,15121406-n,0.269,0.211583333,0.357142857,15,1,15,3
214,storia,N,4,I bambini piccoli preferiscono storie con trame e parole semplici. ,4.33,1.98,06369829-n,0.385,0.269181818,0.7,11,1,11,4
237,strada,N,1,Percorri strade in salita con la bici. ,6.57,0.97,03895293-n,0.346,0.281833333,0.428571429,8,1,8,2
238,strada,N,10,Accettare di avere un problema è il primo passo sulla strada della ripresa. ,2.4,1.43,00174003-n,0.308,0.189571429,0.466666667,16,3,5.333333333,4
233,strada,N,2,Cambia la strada che percorri per recarti nei luoghi abituali. ,6.04,1.31,08679972-n,0.308,0.297090909,0.545454546,12,2,6,4
234,strada,N,4,"Se vuoi imboccare la strada del successo, devi porti traguardi realistici. ",2.38,1.55,00174003-n,0.308,0.281076923,0.5,14,2,7,4
235,strada,N,6,Trova un parcheggio vuoto o una strada secondaria tranquilla. ,6.43,1.01,04096066-n,0.308,0.2617,0.666666667,10,1,10,3
236,strada,N,4,Decidere di intraprendere la strada della guarigione è già un enorme passo avanti. ,1.8,1.09,00415676-n,0.308,0.228142857,0.571428571,15,3,5,5
347,successo,N,9,La somministrazione localizzata degli steroidi ha un tasso di successo del 95 % entro sei mesi dalla cura.,4,1.82,07319103-n,0.308,0.251,0.380952381,22,1,22,4
348,successo,N,5,Per restare sulla strada del successo sono necessarie una buona pianificazione e un'onestà totale. ,2.43,1.43,00062806-n,0.308,0.2308125,0.470588235,18,2,9,4
181,tempo,N,2,Valuta quanto tempo sei in grado di dedicare all'attività di volontariato. ,4.5,2.04,15270431-n,0.231,0.230916667,0.461538462,14,3,4.666666667,5
182,tempo,N,2,Concediti il tempo per dedicarti alle attività che ti piacciono. ,3.71,1.97,15270431-n,0.231,0.269181818,0.384615385,14,3,4.666666667,4
357,terra,N,6,Piazza l'albero sul cumulo di terra. ,6.89,0.47,14844693-n,0.308,0.23075,0.5,9,1,9,4
358,terra,N,2,"Presenti sulla terra dall'epoca preistorica, esistono decine di migliaia di specie diverse di felci. ",6.03,1.38,09270894-n,0.308,0.2924,0.588235294,19,1,19,7
355,terra,N,5,"Poggia la palla medica per terra, davanti a te. ",6.48,0.88,14842992-n,0.308,0.223818182,0.555555556,11,1,11,3
